Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50)
5.12262275100094e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999978,2.061531426777498e-16,6.6398948794300506e-19,1.733233043333593e-29,6.6398948794320892e-19,1.2527735478399156e-29,3.7594885458623575e-30,2.1147187626460883e-57,1.9111827098491425e-49,8.8477381919613716e-60,3.1256679447670337e-87,5.5921073338205368e-90,1.8941547872637882e-98
1.434334370280263e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,5.7722879949764325e-16,1.8591705662681612e-18,1.0468727581734152e-28,1.8591705662693938e-18,7.5667522290473251e-29,2.2707310817298169e-29,6.6490141427452071e-56,2.2689561190134362e-48,1.9792036474892534e-58,3.5552217679716248e-85,4.3151205554099503e-88,2.6498461985088543e-96
3.2784785606406014e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999867,1.3193801131372045e-15,4.2495327230294606e-18,5.040241690012955e-28,4.2495327230353979e-18,3.6430654772598266e-28,1.0932592691802021e-28,1.4833584780682174e-54,2.2276745841680524e-47,3.9105729031857164e-57,3.2185287673070932e-83,4.7028294582070647e-86,5.7610669128709766e-94
6.966766941361278e-18,0.11224537200000015,0.0,0.0,0.0,0.0,0.99999999999999722,2.8036827404154261e-15,9.0302570369960155e-18,2.2012059650324905e-27,9.0302570370219447e-18,1.5910224059027572e-27,4.7745504536939525e-28,2.7781662591892484e-53,1.9703529629029304e-46,6.9586556113004227e-56,2.4393584050548459e-81,3.8472064857954764e-84,9.440048087396512e-92
1.4343343702802632e-17,0.11224537200000033,0.0,0.0,0.0,0.0,0.99999999999999423,5.7722879949682635e-15,1.8591705666704936e-17,9.1896015957441485e-27,1.8591705666813186e-17,6.6422053519618097e-27,1.9932808274201036e-27,4.798591318568278e-52,1.6562004229695686e-45,1.1736790026844916e-54,1.6961786159271488e-79,2.7688624336856323e-82,1.3599534581773035e-89
2.909649722568534e-17,0.11224537200000066,0.0,0.0,0.0,0.0,0.99999999999998834,1.1709498504059523e-14,3.7714602933226038e-17,3.7542521011733504e-26,3.7714602933668256e-17,2.7135576166761816e-26,8.1432025732992274e-27,7.972931201518474e-51,1.3578532275115528e-44,1.9277713650377242e-53,1.1310175188481059e-77,1.8768250956963604e-80,1.8444210667980404e-87
5.860280427145076e-17,0.11224537200000133,0.0,0.0,0.0,0.0,0.99999999999997635,2.358391952218435e-14,7.5960397494681212e-17,1.5175287246172799e-25,7.5960397496468771e-17,1.0968633751796837e-25,3.2916126801655313e-26,1.299788998127132e-49,1.09962484123954e-43,3.12500071146964e-52,7.3877029240589974e-76,1.2357858923148933e-78,2.429375440306509e-85
1.176154183629816e-16,0.1122453720000027,0.0,0.0,0.0,0.0,0.99999999999995215,4.7332761558203272e-14,1.5245198673124359e-16,6.1019162583179312e-25,1.5245198673843122e-16,4.4104393935383913e-25,1.3235429828065466e-25,2.0991626583003114e-48,8.8507388694096495e-43,5.032718130152504e-51,4.7764713065025561e-74,8.0215914839787904e-77,3.154052743192817e-83
2.3564064654604323e-16,0.11224537200000534,0.0,0.0,0.0,0.0,0.99999999999990474,9.4830445629318243e-14,3.0543516565897651e-16,2.4471413344363378e-24,3.0543516568780213e-16,1.7687834615356656e-24,5.3079993393497033e-25,3.374342518254935e-47,7.102162942117053e-42,8.0786298191694403e-50,3.0725079728757612e-72,5.1701259913262665e-75,4.0655695513683322e-81
4.716911029121666e-16,0.11224537200001072,0.0,0.0,0.0,0.0,0.99999999999980893,1.8982581376785648e-13,6.1140152533287411e-16,9.8013295589759333e-24,6.1140152544832716e-16,7.0843597957496806e-24,2.1259683808862107e-24,5.4115264451795573e-46,5.6903767766923733e-41,1.2946880806394518e-48,1.9714025226366797e-70,3.3205448521187098e-73,5.2214021000964316e-79
