Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30)
5.271135324092925e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999978,2.1212983375149451e-16,6.8323954639060115e-19,1.835187928235565e-29,6.8323954639081734e-19,1.3264661094780533e-29,3.9806349309146092e-30,2.3708265712458765e-57,2.0822725950527413e-49,9.9192635789787536e-60,3.7103389885911013e-87,6.6381375870134664e-90,2.3136517959485456e-98,2.2034877879442631e-100
1.4759178907460191e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,5.9396353450412524e-16,1.9130707299230627e-18,1.1084535086541994e-28,1.9130707299243685e-18,8.0118553013501129e-29,2.4043034983039682e-29,7.4542580699226296e-56,2.4720740314393246e-48,2.2188995912162234e-58,4.2202428968811531e-85,5.1222843630553643e-88,3.2367055410829285e-96,3.0825926443562623e-98
3.373526607419472e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999867,1.3576309360091477e-15,4.3727330971055025e-18,5.3367264953077901e-28,4.372733097111788e-18,3.8573634465161868e-28,1.1575686379572845e-28,1.6630039684268459e-54,2.4270969564889674e-47,4.3841716988546036e-57,3.8205698706339081e-83,5.5825160581832425e-86,7.036965537153884e-94,6.7019170686620313e-96
7.168744040766379e-18,0.11224537200000015,0.0,0.0,0.0,0.0,0.99999999999999722,2.8849657390182393e-15,9.2920578319404508e-18,2.3306886688578907e-27,9.2920578319679069e-18,1.6846119591962684e-27,5.055406362750485e-28,3.1146223803003671e-53,2.146739795355513e-46,7.8013993748421242e-56,2.8956519894150321e-81,4.5668447415890617e-84,1.1530726546078839e-91,1.0981752683968123e-93
1.475917890746019e-17,0.11224537200000033,0.0,0.0,0.0,0.0,0.99999999999999412,5.9396353450326049e-15,1.9130707303490617e-17,9.7301663954934601e-27,1.9130707303605233e-17,7.0329233138849031e-27,2.110532640810963e-27,5.3797355950587644e-52,1.8044641879859313e-45,1.3158200598927085e-54,2.013456889136176e-79,3.2867913087265752e-82,1.6611407614590005e-89,1.5820643407978696e-91
2.9940048640847815e-17,0.11224537200000068,0.0,0.0,0.0,0.0,0.9999999999999879,1.2048974557046066e-14,3.8808006254112046e-17,3.9750904600656168e-26,3.8808006254580278e-17,2.8731786529864915e-26,8.6222144894839235e-27,8.9385111020060355e-51,1.4794088267363938e-44,2.1612384904281757e-53,1.3425797234074424e-77,2.2278941461794943e-80,2.252902048327802e-87,2.1456824898407048e-89
6.030178810762306e-17,0.11224537200000136,0.0,0.0,0.0,0.0,0.9999999999999758,2.4267652981011926e-14,7.816260418543926e-17,1.6067951201827733e-25,7.8162604187331972e-17,1.1613847502187917e-25,3.4852369555570653e-26,1.4572028897169598e-49,1.1980637282817976e-43,3.50346102174645e-52,8.7696078974945596e-76,1.4669455120321093e-78,2.9674032313849953e-85,2.8262501163111724e-87
1.2102526704117356e-16,0.11224537200000277,0.0,0.0,0.0,0.0,0.99999999999995082,4.8705009828699306e-14,1.5687180016843109e-16,6.4608525088053773e-25,1.5687180017604148e-16,4.6698770051527066e-25,1.4013984524539747e-25,2.3533865066890219e-48,9.6430608532921896e-43,5.6422169189522067e-51,5.6699330044309634e-74,9.5220682338218591e-77,3.8525675798299382e-83,3.6694929199643013e-85
2.4247222490827457e-16,0.11224537200000548,0.0,0.0,0.0,0.0,0.99999999999990197,9.7579723523096928e-14,3.1429019261576449e-16,2.5910908246958172e-24,3.1429019264628581e-16,1.8728295476926741e-24,5.620234595171868e-25,3.7829999071336931e-47,7.7379517260816616e-42,9.0570107645485745e-50,3.647235242086077e-72,6.1372225510856724e-75,4.9659401441663552e-81,4.7304318133526912e-83
4.853661406424766e-16,0.11224537200001104,0.0,0.0,0.0,0.0,0.99999999999980327,1.953291509079833e-13,6.2912697943582964e-16,1.0377878356550877e-23,6.2912697955807419e-16,7.5010868440353036e-24,2.2510253449214789e-24,6.0669015896453622e-46,6.1997819569463517e-41,1.4514842699635109e-48,2.3401627984415005e-70,3.9416684470229289e-73,6.3777100103545498e-79,6.0764663442545235e-81
9.711539721108806e-16,0.11224537200002209,0.0,0.0,0.0,0.0,0.99999999999960654,3.9082800566212083e-13,1.2588005607775553e-15,4.1538558956050809e-23,1.2588005612668526e-15,3.0023895982474635e-23,9.0099677855103138e-24,9.7183374294329975e-45,4.9636022007094567e-40,2.3242691051002912e-47,1.4996065567249654e-68,2.5271066216542351e-71,8.1746713060151861e-77,7.7916712499503389e-79
1.9427296350476886e-15,0.11224537200004416,0.0,0.0,0.0,0.0,0.9999999999992133,7.8182571510785537e-13,2.5181477542673854e-15,1.6620834228934433e-22,2.5181477562252143e-15,1.2013469354479172e-22,3.6051607684508106e-23,1.5558377545425638e-43,3.97240134848936e-39,3.7203542544799945e-46,9.603588358101524e-67,1.6187691573531751e-69,1.0464461918591806e-74,9.9821708769090562e-77
3.885880960921304e-15,0.11224537200008836,0.0,0.0,0.0,0.0,0.99999999999842593,1.563821133749161e-12,5.0368422644725499e-15,6.649415974221806e-22,5.0368422723051608e-15,4.8061701463055559e-22,1.4422991026337721e-22,2.4900623211244498e-42,3.1785423054129672e-38,5.95381009946651e-45,6.1482694093736809e-65,1.0364660271733957e-67,1.3379005786341639e-72,1.2782819675856284e-74
7.772183612668536e-15,0.11224537200017666,0.0,0.0,0.0,0.0,0.99999999999685218,3.1278119700311209e-12,1.0074231777784864e-14,2.6599828609854514e-21,1.0074231809118009e-14,1.9226246312016065e-21,5.7696662822135706e-22,3.9846730649908885e-41,2.5431035807556272e-37,9.5271678458805264e-44,3.9355469733493098e-63,6.634820579571444e-66,1.7074286996836187e-70,1.6365584904033537e-72
1.5544788916162998e-14,0.11224537200035337,0.0,0.0,0.0,0.0,0.99999999999370381,6.255793638592431e-12,2.0149012776017012e-14,1.0640364396763175e-20,2.014901290135589e-14,7.6908123263817125e-21,2.3079606887522904e-21,6.3759219438162208e-40,2.034624716293964e-36,1.5244572133771287e-42,2.5189891259679259e-61,4.2467278526561784e-64,2.1718963308684209e-68,2.0950151232518612e-70
3.1089999523151925e-14,0.11224537200070668,0.0,0.0,0.0,0.0,0.99999999998740796,1.2511756959704622e-11,4.029858265890825e-14,4.2562323466609778e-20,4.029858316028356e-14,3.0763882080411474e-20,9.2320326955866732e-21,1.0201787384601707e-38,1.6278108378328308e-35,2.4392986081494522e-41,1.612267414779819e-59,2.718027306739197e-62,2.7453788345496834e-66,2.681740483194492e-68
