Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50)
5.122624014221705e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999978,2.0615314267169344e-16,6.6399042811454032e-19,1.7332334706918504e-29,6.6399042811474447e-19,1.2527738399847787e-29,3.7594947961633393e-30,2.1147197772154584e-57,1.9111828350586586e-49,8.847744610604792e-60,3.1256709829885872e-87,5.5921103832480382e-90,1.8941562872575008e-98
1.4343347239820775e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,5.772287994806854e-16,1.8591731987484605e-18,1.046873016297803e-28,1.8591731987496931e-18,7.5667539936023018e-29,2.2707348569116096e-29,6.6490173327136413e-56,2.2689562676621761e-48,1.9792050833141183e-58,3.555225223729435e-85,4.3151229084848324e-88,2.6498482969413367e-96
3.2784793691018913e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999867,1.3193801130984442e-15,4.249538740127289e-18,5.0402429327707711e-28,4.2495387401332247e-18,3.6430663268170916e-28,1.0932610867677275e-28,1.4833591897326263e-54,2.227674730112269e-47,3.9105757401337087e-57,3.2185318957915184e-83,4.7028320227031731e-86,5.7610714751102058e-94
6.96676865934152e-18,0.11224537200000015,0.0,0.0,0.0,0.0,0.99999999999999722,2.8036827403330608e-15,9.0302698233288976e-18,2.201206507777479e-27,9.0302698233548268e-18,1.5910227769267339e-27,4.7745583915762001e-28,2.7781675920579227e-53,1.9703530919889402e-46,6.9586606594978543e-56,2.4393607761676513e-81,3.8472085837125085e-84,9.4400555630807757e-92
1.4343347239820775e-17,0.11224537200000033,0.0,0.0,0.0,0.0,0.99999999999999423,5.7722879947986883e-15,1.8591731991507936e-17,9.1896038615976373e-27,1.8591731991616177e-17,6.6422069009138798e-27,1.9932841413296842e-27,4.7985936207674413e-52,1.6562005314741435e-45,1.1736798541367939e-54,1.6961802646520037e-79,2.7688639435717374e-82,1.3599545351483009e-89
2.9096504400779286e-17,0.11224537200000066,0.0,0.0,0.0,0.0,0.99999999999998834,1.1709498503715522e-14,3.7714656334969268e-17,3.754253026848431e-26,3.7714656335411468e-17,2.7135582494736425e-26,8.1432161117011662e-27,7.972935026656778e-51,1.3578533164701683e-44,1.9277727635507529e-53,1.1310186182232977e-77,1.8768261191462994e-80,1.8444225274490824e-87
5.860281872269631e-17,0.11224537200000133,0.0,0.0,0.0,0.0,0.99999999999997635,2.3583919521491506e-14,7.5960505050304958e-17,1.5175290987899481e-25,7.5960505052092394e-17,1.0968636309665347e-25,3.2916181526040542e-26,1.2997896217212052e-49,1.0996249132805478e-43,3.1250029785197342e-52,7.3877101050771127e-76,1.2357865662002542e-78,2.4293773642570682e-85
1.1761544736653036e-16,0.1122453720000027,0.0,0.0,0.0,0.0,0.99999999999995215,4.7332761556812737e-14,1.5245220259462839e-16,6.101917762849773e-25,1.5245220260181563e-16,4.4104404220460669e-25,1.3235451832500079e-25,2.0991636654063687e-48,8.8507394492585867e-43,5.0327217811674618e-51,4.7764759493431081e-74,8.0215958582257878e-77,3.1540552412016094e-83
2.3564070465419847e-16,0.11224537200000534,0.0,0.0,0.0,0.0,0.99999999999990474,9.4830445626532327e-14,3.0543559813788387e-16,2.4471419378208978e-24,3.0543559816670801e-16,1.7687838740132438e-24,5.3080081641121562e-25,3.3743441371483878e-47,7.1021634074096895e-42,8.0786356798591881e-50,3.0725109594245131e-72,5.1701288106427689e-75,4.0655727716797799e-81
4.716912192295347e-16,0.11224537200001072,0.0,0.0,0.0,0.0,0.99999999999980893,1.8982581376227983e-13,6.1140239104282836e-16,9.8013319756614141e-24,6.114023911582753e-16,7.0843614478114598e-24,2.1259719153941625e-24,5.4115290414436183e-46,5.6903771494933031e-41,1.2946890198786502e-48,1.9714044388854363e-70,3.3205466628414218e-73,5.2214062369153538e-79
