Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32)
4.811866201113332e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999978,1.9364715844252526e-16,6.2370951956216145e-19,1.5293232735296479e-29,6.2370951956234133e-19,1.105388424563766e-29,3.3171957757582458e-30,1.6464073411970204e-57,1.5840384319805969e-49,6.8883774844405226e-60,2.1471869157623946e-87
1.3473225363117331e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,5.4221204363902119e-16,1.7463866547985351e-18,9.237112572118451e-29,1.7463866547996224e-18,6.6765460844432527e-29,2.0035862485819767e-29,5.1765681044236004e-56,1.8805704310256358e-48,1.5409024933430546e-58,2.442270194383721e-85
3.0795943687125325e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999867,1.2393418140318141e-15,3.9917409253692118e-18,4.4472720794232768e-28,3.9917409253744511e-18,3.214469538748588e-28,9.6464053162649226e-29,1.154863867102372e-54,1.8463552099940084e-47,3.044563677257342e-57,2.2109779331235606e-83
6.544138033514132e-18,0.11224537200000015,0.0,0.0,0.0,0.0,0.99999999999999734,2.6336013548166046e-15,8.4824494669022916e-18,1.9422405573816808e-27,8.4824494669251701e-18,1.4038432993170448e-27,4.2128386355849152e-28,2.1629322090658821e-53,1.633080290140229e-46,5.4176384453287694e-56,1.6757245288292889e-81
1.347322536311733e-17,0.1122453720000003,0.0,0.0,0.0,0.0,0.99999999999999456,5.4221204363830047e-15,1.746386655153534e-17,8.1084719962454378e-27,1.7463866551630851e-17,5.8607694281266461e-27,1.7587772006417692e-27,3.7359274983827749e-52,1.3727024115636028e-45,9.137639272172493e-55,1.1651949559897283e-79
2.7331400022323727e-17,0.11224537200000062,0.0,0.0,0.0,0.0,0.9999999999999889,1.099915859950308e-14,3.5426700727069017e-17,3.3125753833887424e-26,3.5426700727459208e-17,2.3943155440645924e-26,7.1851787409575823e-27,6.2072993824287935e-51,1.1254244168330248e-44,1.5008600519368775e-53,7.7695585438144047e-78
5.504774934073652e-17,0.11224537200000123,0.0,0.0,0.0,0.0,0.99999999999997791,2.2153234925692345e-14,7.1352369103206685e-17,1.3389959334862358e-25,7.1352369104783926e-17,9.6782062510878111e-26,2.9043641294049331e-26,1.0119464531614537e-49,9.1139794365998295e-44,2.4329590074445955e-52,5.0750045166613661e-76
1.1048044797756211e-16,0.11224537200000252,0.0,0.0,0.0,0.0,0.99999999999995515,4.4461387577867274e-14,1.4320370595576313e-16,5.3840437573425762e-25,1.4320370596210518e-16,3.8915641703686309e-25,1.1678320435297773e-25,1.6342961915628856e-48,7.3357247128895429e-43,3.9182060792225612e-51,3.2812111597523203e-74
2.213458452512133e-16,0.112245372000005,0.0,0.0,0.0,0.0,0.99999999999991052,8.9077692881402818e-14,2.8690638006200084e-16,2.1592423539170008e-24,2.8690638008743534e-16,1.5606912892688871e-24,4.6835288278505125e-25,2.6270832892999349e-47,5.8864589623957891e-42,6.2895904405585328e-50,2.1106684530624498e-72
4.4307663979851566e-16,0.1122453720000101,0.0,0.0,0.0,0.0,0.99999999999982037,1.7831030348521651e-13,5.7431172987897497e-16,8.6482319638230021e-24,5.7431172998084551e-16,6.2509056995569093e-24,1.8758544529319567e-24,4.2131261695405329e-46,4.71633335880051e-41,1.0079750693801549e-48,1.3542607633565712e-70
8.865382288931204e-16,0.11224537200002015,0.0,0.0,0.0,0.0,0.99999999999964106,3.5677552467981472e-13,1.1491224359309195e-15,3.4615465796954057e-23,1.1491224363386674e-15,2.5019913288258994e-23,7.5083064785639488e-24,6.7488456473429193e-45,3.7759392128998937e-40,1.614075389072246e-47,8.6782772053553419e-69
1.7734614070823297e-15,0.11224537200004031,0.0,0.0,0.0,0.0,0.9999999999992818,7.1370596701689374e-13,2.29874387370679e-15,1.3850695190974798e-22,2.2987438753383145e-15,1.0011224437680817e-22,3.004300632883781e-23,1.0804429524150828e-43,3.0219066274720954e-39,2.5835781319114295e-46,5.5576302563602003e-67
3.5473077634607486e-15,0.11224537200008065,0.0,0.0,0.0,0.0,0.99999999999856304,1.4275668514825825e-12,4.5979868519464545e-15,5.5411799786750842e-22,4.5979868584736285e-15,4.0051417690761363e-22,1.2019159128668227e-22,1.7292101607011207e-42,2.4179967130062917e-38,4.1345864689554723e-45,3.5580238514859522e-65
7.095000476217586e-15,0.11224537200016126,0.0,0.0,0.0,0.0,0.99999999999712652,2.8552886195800841e-12,9.196473219177444e-15,2.2166523842800857e-21,9.1964732452883787e-15,1.6021871770570638e-21,4.8080551872161846e-22,2.7671347625344634e-41,1.9346006905381233e-37,6.6160763707258138e-44,2.2775125022290118e-63
1.419038590173126e-14,0.11224537200032257,0.0,0.0,0.0,0.0,0.99999999999425249,5.7107321524395776e-12,1.8393447596645746e-14,8.8669703316403701e-21,1.8393447701094638e-14,6.4090101470913259e-21,1.9233005355889799e-21,4.4277257790450301e-40,1.5477854621603199e-36,1.0586468707621495e-42,1.4577443589823235e-61
2.838115675275861e-14,0.11224537200064515,0.0,0.0,0.0,0.0,0.99999999998850475,1.1421619204816539e-11,3.6787402923605247e-14,3.5468602896876756e-20,3.6787403341416615e-14,2.5636567401172079e-20,7.6933602726780543e-21,7.0845816350675329e-39,1.238308058778937e-35,1.6939446563487301e-41,9.3302003253633141e-60
5.676269845481331e-14,0.11224537200129027,0.0,0.0,0.0,0.0,0.99999999997700972,2.284339325620236e-11,7.3575339865596599e-14,1.4187585448841524e-19,7.35753415369174e-14,1.0254735464592873e-19,3.0773767003194691e-20,1.1335418135623009e-37,9.9073868170248057e-35,2.7105589909650685e-40,5.9717879424012333e-58
1.135257818589227e-13,0.11224537200258061,0.0,0.0,0.0,0.0,0.99999999995401867,4.5686941145501507e-11,1.4715131890171415e-13,5.6750630174777344e-19,1.4715132558749818e-13,4.1019183992586929e-19,1.2309579703304583e-19,1.8136454899040323e-36,7.927244132006035e-34,4.337603808054171e-39,3.8224191485544671e-56
2.2705194866714151e-13,0.11224537200516119,0.0,0.0,0.0,0.0,0.99999999990803745,9.1374036070209805e-11,2.9430369758125476e-13,2.2700309584277719e-18,2.9430372432819368e-13,1.6407742123946727e-18,4.923852637172587e-19,2.9017247284583015e-35,6.3438743502510011e-33,6.9423700677072352e-38,2.4469196492548467e-54
